Area,Habitaciones,Precio
497,7,1934324
163,6,550614
101,7,1484700
398,4,2929280
580,1,848540
45,3,155790
132,1,276540
105,3,493605
187,4,1122748
383,6,3947964
398,2,1215492
156,7,921648
217,1,225897
307,2,1183178
369,1,857187
346,1,357764
544,6,6479040
567,7,8493660
537,2,1803246
347,5,1481690
308,6,1033032
575,7,2431100
229,4,929740
406,5,1053570
534,1,650412
585,6,6637410
502,2,823280
355,6,1361070
56,1,71288
62,4,373984
469,1,249039
220,4,1975600
219,6,2459808
507,3,2596347
104,4,603200
151,2,194488
583,6,6443316
110,5,1238600
269,4,1626912
394,6,4023528
494,7,3350802
595,2,693770
199,5,1776075
111,7,1933953
441,4,3157560
173,3,266247
298,7,5079410
113,4,563192
434,1,849772
134,5,1480700
241,4,2347340
265,6,2782500
488,4,4542304
392,2,1516256
104,3,402480
121,5,1471965
123,5,1165425
551,2,1540596
132,7,1618848
586,5,4063910
367,5,2543310
189,4,1879416
449,2,1824736
146,5,921990
323,2,1323654
397,1,238597
389,2,869804
262,3,731766
339,7,4214448
419,2,1762314
250,3,949500
366,7,2144394
502,1,728402
166,2,416660
401,1,603104
38,2,74480
372,7,6127212
418,5,3619880
277,7,1764490
369,3,1692603
445,3,854400
228,2,624264
292,6,1909680
350,5,2283750
244,5,3019500
574,7,3608164
282,5,1462170
156,7,2497404
326,4,1802128
496,1,320416
456,4,1052448
331,4,1657648
271,7,2853088
358,5,3862820
594,3,948024
459,4,3879468
537,2,900012
142,1,161596
103,1,88580
46,5,260590
71,3,446874
423,1,236457
101,1,167862
243,6,2582118
84,5,512820
178,1,175864
281,4,2422220
566,5,6687290
488,4,4770688
426,5,4402710
138,7,504252
509,5,3084540
199,5,965150
113,1,71303
142,7,532784
347,3,1072230
273,4,2274636
447,3,2366865
197,5,1033265
30,4,107400
523,3,3100344
164,1,297496
98,2,488040
132,2,563376
400,4,3832000
462,3,1660428
523,7,2222227
453,5,3030570
534,3,1984878
495,1,970695
134,5,875690
541,5,5837390
102,1,246840
81,2,262278
130,6,530400
199,6,2432178
546,6,3190824
533,2,1151280
57,5,520980
144,4,403776
361,3,2394513
538,6,2863236
225,4,1828800
131,3,565527
117,2,408798
452,1,414936
158,1,273182
115,4,1123320
356,2,1648280
241,4,1291760
370,6,1189920
405,6,5146740
291,3,1618542
107,2,173126
265,1,530795
168,4,712992
281,2,1062742
115,5,1434625
135,7,688905
586,3,2846202
488,5,3355000
82,2,336364
434,1,698740
594,2,1450548
596,2,2417376
184,1,196696
412,3,1663656
426,3,2121480
237,6,3064410
176,2,644160
550,3,895950
119,3,818244
168,1,328944
362,3,857940
266,4,2433368
112,6,1520064
260,5,1289600
382,5,2553670
88,3,333960
477,7,3188745
57,2,176814
320,3,609600
275,4,1977800
365,4,2008960
358,3,1229730
268,4,835088
353,1,187090
402,1,773046
394,4,1052768
56,2,100912
112,1,199136
382,5,1787760
204,6,2108952
154,3,1081080
370,7,1657600
461,3,1413426
296,6,1419024
585,1,1388205
231,7,1948485
536,6,1945680
194,3,910248
280,4,950880
47,3,254787
123,3,593352
380,6,2820360
282,4,1201320
174,5,1851360
318,7,3632832
78,4,298896
284,5,2952180
213,7,894600
34,1,30736
250,1,418750
342,1,778392
355,7,2109765
498,4,1384440
190,2,875900
107,1,142203
373,6,2135052
71,7,994497
250,4,1550000
283,6,1113888
76,2,96064
201,7,2467878
410,5,4059000
212,2,300616
309,4,2553576
188,7,1764756
143,2,235092
165,6,1783980
443,2,737152
556,6,2265144
224,1,483616
411,7,1521933
325,6,1688700
428,5,2045840
236,1,424092
570,3,3213090
161,6,1194942
275,6,3040950
251,6,2971338
91,6,723450
230,1,451030
96,6,909504
533,3,3660111
110,3,672540
258,2,1176996
243,6,1640250
76,4,439280
264,4,1499520
432,1,441072
424,7,3772328
541,5,4168405
254,2,418592
36,6,292896
514,6,5282892
45,2,46710
497,7,4512263
119,5,722330
150,3,700200
325,5,853125
210,2,601440
71,1,132841
321,2,1285284
491,1,1048776
492,3,3604392
578,1,1021904
499,5,3530425
276,2,470304
579,7,2054871
74,1,42402
136,2,298928
502,2,2277072
309,4,2633916
262,5,1971550
105,4,658560
519,5,4076745
389,6,5302848
361,1,232123
64,3,254784
586,3,3908034
468,5,1883700
149,3,731739
281,4,732848
540,7,7265160
540,4,2691360
209,2,1041238
123,4,1058292
223,5,2458575
80,2,244640
333,3,1756242
253,5,2011350
132,1,100056
327,6,4361526
446,2,928572
554,2,2027640
446,7,4904662
294,3,765576
211,2,356590
179,1,173988
32,4,108800
151,2,475952
133,5,1212960
100,1,159500
417,3,2607084
175,4,1229900
234,7,3710070
223,7,3875963
551,7,2345056
493,3,2897361
582,4,2742384
430,4,1102520
86,6,559344
367,3,2347332
275,2,785950
41,2,119474
84,4,307440
152,4,368448
599,7,6574624
153,6,1704726
380,4,1819440
151,7,800149
233,7,3717049
566,7,4603844
178,3,535068
423,7,1661121
340,6,2623440
376,1,280872
370,3,1515150
168,1,285768
379,6,5166528
577,7,7754880
505,7,2937585
260,7,1275820
86,7,527954
368,3,2489520
209,2,723140
191,2,924440
293,7,4145071
44,2,63096
48,5,297120
592,6,2838048
75,2,153000
77,1,113498
528,5,3405600
485,4,3334860
505,1,910515
507,7,1856127
565,3,1025475
47,2,161492
114,3,565668
278,1,179310
357,6,1495116
68,4,595952
478,2,846060
115,1,285660
525,2,2389800
364,6,2472288
447,6,4473576
291,2,1374102
356,6,3082248
424,5,2893800
390,7,5285280
34,7,504084
362,4,810880
297,5,1404810
394,2,1334084
130,1,145470
512,6,2144256
449,7,3661595
345,5,1116075
457,3,1043331
282,5,934830
550,2,674300
443,3,1433991
130,2,335920
387,3,797607
467,7,4592945
382,4,1694552
159,6,1897506
198,1,393228
292,1,471580
417,3,668034
432,2,1948320
118,7,1689170
541,4,2611948
509,6,2446254
260,1,207480
111,4,615384
270,2,544860
204,5,637500
136,3,663408
424,3,2811120
446,5,2383870
338,6,2484300
77,3,535920
252,4,1610784
313,4,2893372
410,6,3967980
205,7,2903005
285,3,1461195
172,4,1329216
572,2,1252680
581,1,644910
147,3,429975
504,4,2554272
472,2,1992784
102,5,524790
193,3,769491
232,4,1846720
230,1,387320
400,4,832000
501,2,514026
492,7,1832208
403,3,1991223
258,5,2621280
59,2,171336
465,7,3528420
129,6,1081278
128,3,193536
569,4,4474616
198,3,668844
288,3,678240
175,3,300300
571,7,4272793
467,1,714043
104,1,218504
146,5,931480
127,1,262001
96,3,487296
133,1,212002
190,2,900980
229,7,3499349
68,5,574600
104,5,377000
173,5,1102875
577,2,2764984
293,5,1741885
121,2,186098
419,6,3909270
127,7,677418
414,2,1795104
539,6,3004386
422,4,2744688
570,2,1914060
592,6,2354976
324,4,3140208
308,2,753368
197,7,1128022
261,3,729756
243,4,491832
344,3,582048
154,3,264264
324,3,2013984
422,3,1478688
557,2,2546604
226,4,1769128
475,1,1122900
39,5,360555
555,2,946830
501,6,7316604
572,4,5539248
298,4,871352
502,6,2271048
365,3,1681920
412,2,1035768
144,3,932256
367,4,3464480
78,3,493974
262,4,592120
32,5,315200
196,5,845740
306,3,1783674
591,2,2444376
359,7,5571321
65,5,269425
402,3,2197332
436,4,1463216
386,5,4361800
92,4,258336
519,1,1189548
155,7,2241610
314,1,389046
400,5,2106000
468,3,979992
513,6,1739070
209,3,1518594
303,7,1571661
307,6,1550964
122,4,862296
158,7,1112636
130,5,484900
403,6,1578954
444,7,3981348
268,7,2466940
274,3,1629204
558,6,2182896
77,1,160545
495,6,1927530
491,1,1124881
500,6,3510000
446,1,882634
590,3,1269090
506,1,471592
99,7,1031184
425,1,878050
324,1,218052
369,5,1343160
121,2,468028
219,5,2467035
37,1,58497
430,1,525890
355,2,1072100
324,1,497664
598,5,2535520
163,2,297964
518,5,4441850
442,4,3274336
384,4,3050496
290,1,324510
569,6,4940058
114,3,470592
329,4,1406804
556,4,3424960
540,6,3084480
114,1,84132
41,4,272568
520,3,1428960
74,5,468420
150,1,220050
198,2,890208
355,7,5869570
580,7,5663700
133,7,547428
593,1,1314681
420,2,1706040
531,4,4318092
65,7,1055145
215,4,1861900
421,5,3854255
422,3,869742
63,5,417060
173,4,1672564
384,3,1540224
283,5,2413990
52,4,343824
317,4,1423964
535,2,1301120
66,6,558756
231,1,288519
534,1,1262910
307,3,1403604
467,4,2673108
414,1,834624
285,1,620730
400,4,1044800
306,2,875160
571,3,3732627
562,4,4131824
390,7,4419870
46,1,47242
470,5,2890500
494,7,7825454
484,1,1117072
518,7,5765340
351,7,6014736
95,1,207385
543,4,4884828
96,5,290880
398,3,1414890
85,2,158100
143,3,1046331
199,4,1263252
78,6,748332
549,3,2295918
362,2,616124
271,3,2008923
430,5,3751750
40,6,335280
80,3,436080
96,1,101376
573,3,1000458
343,2,412286
412,2,1103336
57,1,131613
575,6,6330750
316,3,2283732
442,2,701012
450,3,1510650
43,7,727216
513,6,6433020
441,4,4274172
546,1,1278186
534,6,5142420
508,2,971296
98,4,349272
129,2,229620
334,3,2035062
162,2,492156
517,6,2084544
168,7,2700096
114,4,1124952
274,3,925572
68,6,478992
167,3,1009014
545,4,4449380
599,2,1531044
590,7,8016330
229,6,1515522
132,1,303600
273,6,981162
231,3,613998
507,5,4099095
442,6,2171988
191,2,714340
380,2,816240
404,4,4007680
461,4,3044444
596,6,5692992
438,2,895272
486,6,7062552
529,3,3802452
276,7,3941280
527,5,6071040
145,4,671640
241,5,1185720
556,2,727248
437,4,3429576
151,1,311211
160,1,335520
150,6,1555200
474,4,4135176
352,4,2004992
140,7,2263800
225,4,736200
211,1,463989
72,3,191592
105,3,661185
466,4,3944224
437,3,1984854
118,2,334884
289,1,211837
384,3,2499840
386,6,3951096
240,4,827520
429,6,5286996
226,7,3644928
144,4,1210176
114,1,94506
289,1,468469
308,1,622468
213,5,1864815
83,2,195714
469,4,4296040
54,1,34020
411,2,653490
77,4,323092
89,5,963425
79,5,393025
512,3,2009088
430,7,4463830
245,7,2003120
202,6,2941524
540,4,4119120
196,4,1793008
328,4,1731840
561,3,2662506
430,5,3321750
595,3,3327240
373,4,2845244
126,1,265230
334,5,2879080
437,2,739404
338,1,388362
457,5,5584540
171,1,223497
233,3,1551081
304,7,3219664
400,1,900400
44,1,76868
572,1,689832
245,4,1085840
370,6,4961700
229,7,1909173
248,3,1394256
284,3,577656
450,4,3992400
179,6,1419828
387,2,1394748
290,1,638580
551,6,5921046
451,6,2221626
563,4,2191196
176,5,1323520
200,7,2147600
348,5,3942840
478,4,3690160
179,1,309312
69,2,70380
366,3,878400
544,2,965056
49,3,87171
591,6,8719614
40,3,204480
440,7,5488560
599,4,3395132
330,7,3448830
547,6,2146428
202,7,1583680
129,6,662544
132,1,79992
344,3,1788456
107,1,190032
536,7,7203840
592,4,2938688
327,2,601026
519,4,2864880
375,7,6092625
155,1,232035
242,5,2253020
75,5,471750
373,5,1284985
445,2,1224640
40,1,24800
403,1,356655
330,7,4446750
302,2,1101092
63,5,676620
84,7,743820
541,4,4693716
322,1,494592
69,6,484794
433,6,5751972
517,2,694848
265,2,550140
517,6,3427710
449,6,6449436
398,3,2515758
237,2,859836
281,4,653044
109,5,830035
269,6,2960076
375,3,718875
245,5,1983275
194,3,1251300
386,4,3452384
201,2,423306
299,3,862017
113,7,1608103
299,2,380926
354,4,2762616
483,2,2240154
56,1,62496
341,5,2818365
499,5,1883725
592,2,1999776
39,1,32955
273,3,419328
585,5,1614600
493,6,3206472
461,3,2523975
411,6,3563370
199,2,816298
133,1,295792
521,7,7264824
599,4,3052504
520,2,1159600
252,5,1267560
235,3,940470
540,5,3258900
219,5,1598700
397,5,1415305
295,6,2892180
385,1,458150
221,6,1534182
106,2,448168
120,1,159120
146,7,860524
408,6,5522688
321,3,2112822
126,3,352674
516,2,2572776
472,4,3188832
387,3,1268973
185,1,312835
517,6,7267986
74,5,220890
185,2,833240
280,6,2620800
266,1,434378
330,7,2240700
521,2,1431708
563,7,4886840
594,1,520344
180,1,200880
462,5,2349270
48,2,161952
556,7,2685480
415,5,1047875
60,2,124200
163,6,1575558
252,7,4293576
47,7,519820
555,5,4448325
466,1,304298
417,4,2355216
398,5,1305440
436,3,2906376
397,1,881340
164,7,2849336
543,6,2388114
385,1,731115
408,6,4068576
391,5,3606975
483,6,5929308
532,4,2000320
330,1,577170
189,7,1275372
262,5,894730
383,4,769064
141,3,552438
284,6,1121232
278,1,684992
46,7,669116
270,1,223290
211,3,1133703
154,7,1100638
291,1,443484
550,2,2378200
530,6,7126380
245,4,1345540
325,7,4775225
407,1,930402
137,5,808300
485,3,1105800
59,7,393589
245,7,2510760
379,4,1455360
307,4,1988132
560,5,6073200
413,6,5882772
408,4,3977184
95,3,453150
490,7,7384790
423,6,2271510
355,7,3570945
525,7,3222975
305,2,703940
359,3,2538489
47,1,113270
500,1,657500
109,4,892928
70,1,106400
339,3,2304522
163,7,2202130
168,7,589176
365,1,660285
169,5,1301300
505,5,3045150
349,3,1386228
209,6,944262
165,3,742005
85,5,744175
271,5,2657155
248,1,307272
137,4,1167240
222,7,2977464
101,2,285022
357,3,2068101
324,3,761076
418,2,1218888
490,4,2499000
225,1,229725
431,7,1792098
84,5,430500
140,6,782880
435,7,5322660
582,7,6477660
580,3,3892380
395,7,4277455
305,3,2077050
157,7,909972
196,4,392784
64,2,297088
165,2,306240
518,1,1048432
213,7,1817529
525,1,563850
274,7,2765756
92,1,179676
273,7,1754298
85,5,831725
433,7,5219382
380,2,816240
367,4,2701120
439,7,1763902
68,7,645932
408,7,5911920
241,5,1470100
203,7,2003610
547,3,938652
75,5,836250
251,3,687489
173,7,2162846
166,5,453180
301,5,1882755
362,6,2777988
162,2,476280
522,2,1998216
422,3,1987620
242,7,3130512
207,3,560142
579,6,1910700
595,3,1349460
509,5,4117810
316,7,2554860
249,3,1707642
571,3,1961385
205,3,1496910
134,2,474360
596,7,4939648
569,5,3852130
304,1,225568
34,4,113152
309,3,2311938
250,3,557250
414,4,3668040
144,3,905472
447,5,4948290
446,5,3351690
45,2,194760
562,5,3200590
438,3,1208880
528,3,1493712
172,5,1067260
288,3,903744
67,5,323945
110,5,825000
124,2,562464
585,1,513630
87,5,475020
580,2,2632040
587,4,1638904
71,1,160673
88,2,162096
410,3,848700
504,7,4893336
201,7,2470692
86,4,536984
160,4,337920
42,2,112392
353,4,3168528
96,1,175104
265,1,598635
392,3,2309664
169,7,1183000
66,6,293832
136,5,1232160
181,3,408879
503,6,5571228
78,5,505050
380,2,1051840
465,7,2994600
525,4,4712400
103,6,583392
262,5,3109940
57,3,338067
211,5,2156420
435,3,2133675
185,2,358900
428,3,3090588
234,3,1015794
292,2,1121864
122,5,699060
333,2,554112
550,6,7550400
535,6,4840680
225,3,1057725
401,1,447516
180,3,765180
409,2,847448
475,4,3839900
47,5,529690
128,7,630784
500,6,7155000
356,1,869352
520,4,3446560
425,5,3043000
161,7,2331763
243,3,907605
552,4,5160096
371,7,2342494
369,1,836154
114,3,479826
485,6,2028270
502,7,5432644
61,1,72163
266,5,2977870
240,7,2464560
33,2,139062
71,2,248216
55,3,223740
143,6,936936
337,2,1640516
96,1,98592
347,4,2448432
467,4,4436500
465,7,4846695
106,4,454104
187,6,2689434
518,1,498834
597,6,3854232
364,7,6158516
79,2,297356
212,5,2533400
473,4,4561612
581,4,2430904
40,3,289080
220,3,1625580
59,3,226737
84,3,488880
426,2,1551492
550,7,3230150
49,5,309680
44,4,316800
390,4,2672280
158,2,652856
534,5,5163780
106,4,1039224
64,7,1012032
374,1,915178
537,2,955860
538,4,2989128
312,1,224016
437,6,1358196
570,3,1143990
549,4,1972008
107,7,1107022
485,7,2142245
440,6,4356000
471,7,7790811
114,5,1256280
170,4,538560
342,2,1363212
73,4,362664
396,7,2018016
519,7,4908183
70,5,786800
192,2,406272
60,6,592920
412,1,1011460
542,7,9439472
94,6,1259412
532,7,4725756
364,5,4537260
281,4,758700
437,7,5001465
456,6,6508944
330,5,2592150
166,5,1180260
77,1,77924
597,4,2079948
258,7,1246140
137,5,752130
120,6,1583280
387,4,3551112
315,4,2531340
266,7,2359154
259,3,995337
100,5,741000
140,5,1299900
374,2,835516
435,2,838680
114,5,1301880
73,3,503043
178,2,870776
561,3,1147806
93,6,803520
267,3,1726155
530,1,709670
414,1,469476
457,1,612837
459,6,4007070
495,2,2352240
257,2,1104072
31,4,248124
599,2,2653570
391,5,3710590
138,6,1469700
581,5,2495395
560,6,1905120
447,2,2179572
566,2,1474996
426,5,2374950
317,5,3731090
147,6,1153656
32,3,153600
403,5,4503525
387,1,763938
583,5,1582845
88,2,319440
573,7,9305520
506,1,484242
451,4,1159972
340,1,474980
336,7,5668320
300,2,816600
543,4,4035576
346,1,408972
581,4,5707744
236,6,1066248
328,7,5446112
199,7,1930698
367,7,3750740
93,3,165726
84,3,219240
57,2,65892
227,1,130298
504,7,2758896
125,4,943000
349,4,1528620
467,5,5372835
227,7,3956610
504,7,8442504
509,2,970154
119,4,654500
142,4,793496
57,7,828324
413,7,3989580
465,1,558930
456,2,1131792
345,6,2550240
542,3,1050396
452,1,1049996
397,6,1614996
57,3,350208
251,6,920166
349,2,777572
397,3,2513010
528,3,3174336
400,7,1999200
74,6,458652
436,2,1837304
499,5,1684125
228,3,544464
355,1,652490
231,2,702240
482,4,3131072
244,6,2131584
303,2,1423494
74,2,196544
79,1,78368
545,6,8132490
324,2,1224072
307,5,3154425
148,6,2115216
131,5,535135
544,4,4219264
536,6,1916736
526,4,4109112
563,2,2244118
344,1,529416
190,4,874000
222,3,705294
514,1,1013094
558,6,6655824
537,2,960156
299,5,2631200
403,6,3206268
467,6,1964202
388,7,6200628
328,7,2077880
581,2,581000
453,1,922761
428,7,3382484
140,7,2200100
408,7,5940480
96,7,1659168
346,1,472982
172,6,2346768
401,5,2642590
388,7,5831252
589,6,4293810
384,6,2170368
119,6,1071714
392,4,3529568
106,1,214968
55,4,491040
201,2,228336
118,4,378072
257,4,1074260
41,7,543865
326,1,547680
391,2,516120
167,5,2014855
143,1,179751
185,7,1389535
564,3,2710584
557,7,3247867
556,2,2485320
316,4,2720128
575,3,1718100
462,6,4604292
134,1,75576
546,7,8863218
342,7,4931640
501,4,1775544
365,4,2832400
143,1,151580
557,3,1052730
136,1,183192
437,3,2552517
447,2,1586850
168,6,705600
455,7,5096000
208,4,1548352
291,2,662316
356,5,939840
326,4,778488
144,2,358272
502,2,634528
88,7,521136
508,2,1787144
580,1,664100
356,4,2220016
367,3,1182474
310,7,3122630
60,1,83640
76,2,259160
388,6,5370696
375,1,712875
521,5,4819250
95,2,322620
183,1,239547
447,6,1965906
531,1,1080585
563,4,5048984
290,5,1763200
40,6,346560
484,6,3595152
471,3,3389787
137,2,618692
31,5,376030
174,2,246384
382,2,1780884
416,1,1008384
447,2,1458114
382,3,2090304
173,6,1370160
465,4,3262440
569,4,1188072
562,4,1335312
116,6,478848
389,3,2609412
525,3,3698100
184,6,710976
397,6,3592056
525,2,1743000
366,3,1858914
42,6,596736
136,6,1220736
291,6,3443112
321,5,1717350
269,4,1849644
552,3,2363112
439,1,980287
259,6,3488730
236,1,167560
87,1,158427
202,3,866580
385,7,6432965
219,3,402741
396,1,409068
370,5,3940500
46,2,223744
536,5,6346240
563,4,5226892
395,7,2679285
128,7,2121728
349,1,364007
147,6,958734
135,3,698625
312,1,492336
490,4,1885520
184,5,2113240
434,6,6252204
475,6,4899150
83,4,812404
110,3,692010
569,5,2256085
145,1,327555
203,3,1029819
495,4,1859220
55,1,113575
466,3,746532
168,6,739872
77,4,650188
208,1,246688
254,7,3138170
55,3,136950
462,3,3151764
128,7,1137024
279,2,1370448
30,7,413280
81,7,608958
346,2,1073984
216,6,1301184
167,3,903804
71,3,329511
64,4,408320
438,2,1390212
115,4,592940
548,6,3587208
586,5,4233850
492,4,3835632
209,3,685938
570,3,1987020
63,3,316575
161,4,1142456
242,3,1809192
90,5,798750
164,3,518076
137,4,598964
568,1,544144
411,1,679383
584,3,3654672
51,6,762552
57,4,557004
394,3,841584
210,1,191100
185,6,772560
205,5,1061900
348,3,1173456
573,2,1571166
292,6,3311280
566,1,1048232
398,5,3743190
568,2,1562000
188,7,1023848
346,3,1645230
580,7,3105900
346,2,1557000
443,2,1978438
393,4,1804656
125,2,306500
99,1,105435
74,1,103526
483,6,3996342
568,2,2425360
537,3,2305341
107,5,890775
599,2,2254636
38,1,25194
435,7,2974965
105,2,517020
527,6,5505042
44,6,420024
73,4,615244
155,3,365490
283,2,1293876
142,6,1347012
111,5,592185
158,1,82160
303,4,2330676
576,4,2156544
311,7,4734975
523,7,2240532
478,6,6105972
268,3,1779252
455,5,4852575
354,7,2626680
232,4,1653696
586,5,2713180
293,7,3058041
369,2,1535040
518,5,1491840
385,7,2468620
213,5,1909545
282,3,684414
230,5,725650
56,1,93632
289,2,531760
99,3,658449
561,6,6119388
101,1,151500
582,4,1187280
70,3,489930
279,1,544608
297,5,1433025
65,5,780650
241,7,3100706
268,1,597104
441,3,1660365
488,3,2403888
353,6,2874126
290,6,1191900
399,1,799596
444,6,2757240
215,2,540940
447,7,4471341
492,7,3333792
589,7,6749351
217,5,787710
313,3,1400049
453,7,4807236
236,1,439432
280,6,3944640
76,1,131784
499,7,7352765
276,3,1055700
393,5,2096655
153,7,2238390
251,1,315507
263,1,447100
311,6,3603246
543,4,3514296
507,2,1044420
381,4,999744
393,7,5468988
542,2,888880
166,4,654704
247,5,1659840
433,6,1654926
591,7,2349816
537,5,6618525
470,2,1905380
318,5,2710950
106,7,1617560
299,1,482287
197,7,2340163
231,3,362439
247,2,1135706
189,2,815724
166,4,912336
494,1,478192
226,4,1393968
325,1,672750
44,5,456500
59,6,383028
347,5,2387360
287,4,1115856
53,2,195570
363,7,4840605
200,5,2496000
477,1,886743
469,7,2485231
437,6,1793448
262,6,2466468
222,7,1213674
48,7,495936
110,1,253440
253,6,3237894
106,7,1651692
85,1,210545
510,2,2041020
324,7,1508220
584,3,4253856
493,1,722245
336,7,2608368
176,1,178288
428,1,267928
249,7,1333395
213,5,1456920
72,7,976752
554,4,4711216
157,6,2275872
257,4,743244
75,4,235800
326,3,1044504
474,2,564060
411,6,2966598
578,6,7764852
95,1,62795
81,3,374463
495,1,555885
135,3,786915
327,4,2823972
589,6,4272606
532,1,987392
223,2,1011528
189,6,2642220
286,2,1124552
427,6,6294834
264,1,615912
261,2,611784
149,4,1416692
390,1,347880
144,7,1020096
301,3,473172
179,3,669102
295,2,493830
482,2,997740
416,2,1652352
360,4,1723680
341,3,2286405
62,2,230020
333,7,1321677
501,6,1725444
558,5,3752550
584,2,843296
326,1,782726
98,4,608384
466,2,1741908
523,1,648520
153,3,1132353
477,3,2125035
592,3,4344096
143,1,91949
401,4,1589564
367,5,1519380
158,5,1468610
547,3,2559960
162,2,752004
460,5,2449500
95,5,1136675
34,2,48280
41,1,102254
417,1,616743
543,1,749883
99,5,1099890
271,1,437665
80,5,720400
77,4,588280
301,2,671832
430,4,2545600
392,6,4116000
256,7,4254208
482,6,4763124
250,1,153750
173,2,341502
446,3,1398210
207,2,827586
162,7,1209978
167,2,304608
67,4,307932
590,4,3443240
562,2,2652640
381,2,1381506
354,3,813492
599,6,4711734
537,1,290517
590,5,5805600
470,2,1285920
56,6,686112
102,3,181458
111,2,318792
249,5,2648115
275,3,1639275
412,7,2033220
360,7,2497320
420,6,2268000
516,2,1714152
364,2,1621984
459,4,1410048
467,2,1158160
256,1,472320
214,3,716472
172,1,394740
589,7,10121965
517,2,2043184
518,7,2360526
329,7,3774617
234,3,386100
518,4,2538200
585,5,6578325
55,7,775390
142,6,956796
333,4,3302028
365,1,682550
308,4,1197504
350,5,1344000
42,2,158676
33,5,220770
145,4,989480
392,1,381416
239,3,549939
374,7,3688762
188,3,945828
93,6,374976
452,7,7172788
461,4,3586580
559,3,3422757
312,1,714792
508,6,3243072
519,1,1016202
158,2,769776
401,1,905859
256,6,1417728
228,6,1968552
217,4,1780268
74,7,970732
196,7,1162084
373,2,1155554
466,1,1033122
539,7,8319465
412,2,1092624
110,7,1371370
40,2,134560
193,1,358980
129,7,847917
236,4,1481136
74,5,912790
92,6,326784
525,6,3657150
132,1,312048
44,2,131032
208,5,598000
135,7,1879605
126,7,918162
535,5,6280900
245,4,864360
339,1,561723
526,3,2854602
353,5,2222135
48,7,441504
414,1,933156
133,6,1895250
138,4,1116144
450,6,4409100
265,2,1203630
416,5,4085120
334,4,1032728
293,2,1317328
70,3,428610
290,7,4419310
425,3,1971150
165,1,83985
489,5,2484120
82,2,104796
197,7,2319478
224,1,282688
297,1,523611
135,7,1885275
594,6,2052864
541,1,834222
158,1,110442
393,5,1821555
207,7,2476341
554,4,2484136
170,5,558450
512,1,793600
510,4,1540200
132,2,595584
454,2,1745176
387,3,2209383
388,7,2487856
465,5,3245700
524,4,2508912
531,5,1622205
150,7,2501100
366,6,3252276
417,1,955764
431,6,6353802
233,5,926175
122,5,1205970
593,6,4088142
221,3,1379040
501,6,3105198
479,2,2335604
338,6,2088840
401,3,1332924
269,5,1482190
398,4,3007288
432,1,261360
574,7,2101414
325,4,2672800
375,1,825750
514,4,4369000
575,1,649175
183,3,1134234
497,6,6363588
193,3,416880
458,5,4742590
454,4,1069624
302,5,3720640
157,7,673687
130,5,958100
280,6,2785440
176,2,533632
48,7,748608
79,5,551815
499,1,1218558
134,5,1451220
430,7,7046410
362,7,3940370
227,2,1112300
216,4,2090880
464,3,3434064
274,2,715140
272,2,1140224
305,5,3265025
384,1,746880
158,3,938046
226,5,1296110
467,2,1363640
133,5,516040
31,4,207204
113,7,1917384
163,4,1440920
135,3,929880
219,5,2681655
189,6,1733886
145,5,802575
291,6,3884850
419,2,656992
78,3,131040
44,4,263824
282,7,3740730
581,1,1170715
302,3,1941558
173,3,357591
576,5,1788480
522,3,3836700
173,4,539068
51,5,485010
468,3,2318004
442,4,2639624
78,2,202176
551,2,1925194
511,5,3224410
463,4,4552216
344,4,2423136
185,4,1266880
414,1,714978
94,6,1131948
311,4,2560152
58,4,310416
585,3,1583010
426,1,622812
529,1,1162213
440,5,4045800
207,7,2747304
499,4,1790412
580,5,2056100
495,6,2479950
402,7,3565338
427,3,1520547
65,5,374400
114,3,584478
561,7,6334251
559,6,7251348
520,6,6898320
295,6,2178870
570,7,4396980
276,3,1354608
144,4,508032
120,1,276360
159,1,340101
225,4,1574100
549,4,1600884
423,2,691182
163,5,1698460
209,7,3417568
362,2,762372
300,7,5247900
383,4,1766396
563,1,667718
577,6,8208402
131,7,1936704
232,6,2326032
314,5,1927960
294,4,2720088
517,6,4603368
133,7,693595
418,6,2114244
351,4,710424
453,4,2766924
373,6,5270490
540,1,943380
273,4,1076712
392,1,445312
270,7,3464370
103,6,719352
340,3,1301520
87,2,245688
105,5,513975
79,6,366876
71,1,166708
224,1,276640
98,4,697760
292,6,4005072
332,5,1628460
449,4,2958012
305,3,1726605
539,1,1118425
476,5,1520820
507,4,4571112
82,7,885682
242,4,1192576
218,7,1843408
287,1,372239
408,5,3219120
325,1,710775
206,4,960784
286,2,1292148
278,5,1213470
222,4,1783992
573,4,5296812
364,2,934024
45,3,220860
591,1,502350
388,7,2539460
548,1,1262044
555,2,684870
99,6,573210
554,6,4902900
107,3,653556
510,3,2660670
124,6,1632336
205,1,170355
415,1,336150
451,1,632302
266,4,2054584
383,3,2147481
122,1,291824
393,4,1328340
207,6,2849148
363,1,702042
159,2,475728
269,2,1297118
599,3,1509480
329,3,1322580
307,7,3470635
288,4,2178432
577,1,1200160
391,4,866456
182,5,462280
45,7,707805
56,1,84056
103,6,1492470
245,1,212905
394,1,277376
221,2,853502
445,5,4018350
342,7,3284568
596,6,8467968
197,1,246644
580,2,997600
457,1,754964
202,7,2186044
566,4,5374736
463,3,2898843
65,7,1056510
31,6,358422
